Year,Rank,"Pos
Rank",,Player,,,,,,,,
2020,22,2,2.1,"Tagovailoa, Tua (MIA, QB, Age: 22)® (R22)",127.83,127.83,129.5,"107, 122, 123, 136, 137, 142 (6)","Feb: 140.33, Mar: 130.83, Apr: 133.00, May: 126.50, Jun: 118.33, Jul: 121.83, Aug: 127.83, Sep: 140.33, Oct: 169.00, Nov: 120.50, Dec: 110.00",44,44,44
2020,23,10,2.11,"McFarland, Anthony (PIT, RB)® (R23)",133.33,133.33,134.75,"111, 124, 132, 141, 142, 150 (6)","Feb: 197.50, Mar: 174.67, Apr: 174.00, May: 133.67, Jun: 134.50, Jul: 133.33, Aug: 133.33, Sep: 159.00, Oct: 176.75, Nov: 152.50, Dec: 197.25 ( 45 )",4,3,3
2020,24,12,2.12,"Claypool, Chase (PIT, WR, Age: 22)® (R24)",141.33,141.33,138.75,"131, 133, 135, 135, 152, 162 (6)","Mar: 175.17, Apr: 189.50, May: 113.00, Jun: 159.17, Jul: 158.83, Aug: 141.33, Sep: 139.00, Oct: 142.50, Nov: 49.25, Dec: 44.00",19,14,8
2020,25,11,3.1,"Evans, Darrynton (TEN, RB, Age: 22)® (R25)",144.83,144.83,142.75,"131, 137, 141, 146, 147, 167 (6)","Feb: 227.33, Mar: 193.33, Apr: 161.50, May: 140.33, Jun: 138.50, Jul: 137.67, Aug: 144.83, Sep: 163.67, Oct: 178.25, Nov: 165.00, Dec: 222.25 ( 57 )",78,66,54
2020,26,12,3.2,"Kelley, Joshua (LAC, RB, Age: 23)® (R26)",148.17,148.17,145.75,"143, 143, 145, 147, 148, 163 (6)","Feb: 214.67, Mar: 214.50, Apr: 199.17, May: 135.83, Jun: 153.67, Jul: 150.33, Aug: 148.17, Sep: 135.83, Oct: 88.25, Nov: 150.50, Dec: 143.75",11,9,7
2020,27,13,3.3,"Bowden, Lynn (LVR, RB, Age: 23)® (R27)",159.17,159.17,159,"140, 151, 151, 163, 171, 179 (6)","Feb: 239.50, Mar: 218.33, Apr: 169.17, May: 150.33, Jun: 164.83, Jul: 170.33, Aug: 159.17, Sep: 182.67, Nov: 238.75, Dec: 233.00",32,26,20
2020,28,13,3.4,"Jefferson, Van (LAR, WR, Age: 24)® (R28)",163.5,163.5,164.75,"145, 157, 161, 165, 176, 177 (6)","Feb: 225.83, Mar: 218.33, Apr: 235.33, May: 152.00, Jun: 176.67, Jul: 186.17, Aug: 163.50, Sep: 120.50, Oct: 171.25, Nov: 191.75, Dec: 175.50 ( 16 )",13,10,7
2020,29,14,3.5,"Hamler, KJ (DEN, WR, Age: 21)® (R29)",167,167,166,"152, 156, 168, 170, 170, 186 (6)","Feb: 134.17, Mar: 154.17, Apr: 154.50, May: 143.33, Jun: 155.83, Jul: 163.17, Aug: 167.00, Sep: 180.33, Oct: 156.75, Nov: 134.00, Dec: 121.75 ( 12 )",61,47,32
2020,30,15,3.6,"Gandy-Golden, Antonio (WAS, WR, Age: 22)® (R30)",168,168,172.75,"128, 156, 175, 179, 181, 189 (6)","Feb: 158.50, Mar: 161.33, Apr: 169.00, May: 177.83, Jun: 198.67, Jul: 202.83, Aug: 168.00, Sep: 196.00, Nov: 226.00, Dec: 233.75",0,0,0
2020,31,1,3.7,"Trautman, Adam (NOS, TE, Age: 23)® (R31)",174.83,174.83,178,"146, 165, 173, 183, 191, 191 (6)","Feb: 208.67, Mar: 207.00, Apr: 239.00, May: 177.67, Jun: 202.33, Jul: 203.33, Aug: 174.83, Sep: 191.17, Nov: 203.50, Dec: 183.75 ( 20 )",0,0,0
2020,32,16,3.8,"Duvernay, Devin (BAL, WR, Age: 23)® (R32)",186.17,186.17,186.75,"169, 183, 187, 188, 189, 201 (6)","Feb: 211.83, Mar: 198.00, Apr: 192.33, May: 178.33, Jun: 190.00, Jul: 166.17, Aug: 186.17, Sep: 175.67, Oct: 226.25, Nov: 187.50, Dec: 192.75",0,0,0
2020,33,2,3.9,"Asiasi, Devin (NEP, TE, Age: 23)® (R33)",203.83,166.67,166.67,"110, 195, 195 (3)","May: 216.33, Jun: 230.33, Jul: 218.83, Aug: 203.83, Sep: 203.83, Nov: 231.25",107,89,71
2020,34,14,3.1,"Perine, Lamical (NYJ, RB, Age: 22)® (R34)",207.33,190.5,190.5,"163, 197, 200, 202 (4)","Feb: 206.17, Mar: 211.00, Apr: 237.17, May: 176.50, Jun: 188.17, Jul: 189.50, Aug: 207.33, Sep: 201.83, Oct: 224.00, Nov: 168.50, Dec: 166.00",0,0,0
2020,35,15,3.11,"Dallas, DeeJay (SEA, RB, Age: 22)® (R35)",211,196,196,"176, 194, 199, 215 (4)","Feb: 224.00, Mar: 222.33, Apr: 220.33, May: 176.67, Jun: 206.67, Jul: 213.50, Aug: 211.00, Sep: 171.67, Oct: 225.75, Nov: 155.50, Dec: 189.50 ( 34 )",0,0,0
2020,36,17,3.12,"Cephus, Quintez (DET, WR, Age: 22)® (R36)",211.67,197,197,"192, 193, 196, 207 (4)","Feb: 219.00, Mar: 239.33, Apr: 237.83, May: 215.50, Jun: 211.50, Jul: 216.00, Aug: 211.67, Sep: 180.00, Oct: 227.75, Nov: 203.00, Dec: 205.25",0,0,0
2020,37,16,4.1,"Benjamin, Eno (ARI, RB, Age: 20)® (R37)",217,193,193,"172, 190, 217 (3)","Feb: 157.50, Mar: 137.17, Apr: 162.33, May: 189.67, Jun: 193.83, Jul: 207.83, Aug: 217.00, Sep: 195.83, Nov: 235.75, Dec: 229.00",1,1,1
2020,38,18,4.2,"Johnson, Tyler (TBB, WR, Age: 22)® (R38)",220.83,200.67,200.67,"185, 200, 217 (3)","Feb: 124.33, Mar: 148.50, Apr: 159.67, May: 190.50, Jun: 198.17, Jul: 191.50, Aug: 220.83, Sep: 230.83, Nov: 160.50, Dec: 223.25 ( 63 )",41,32,22
2020,39,3,4.3,"Kmet, Cole (CHI, TE, Age: 21)® (R39)",222,184,184,"183, 185 (2)","Feb: 188.67, Mar: 187.83, Apr: 210.00, May: 161.83, Jun: 179.17, Jul: 176.50, Aug: 222.00, Sep: 210.50, Nov: 200.75, Dec: 171.25 ( 29 )",94,78,61
2020,40,3,4.4,"Herbert, Justin (LAC, QB, Age: 22)® (R40)",222.67,186,186,"185, 187 (2)","Feb: 177.50, Mar: 193.67, Apr: 185.00, May: 168.33, Jun: 196.00, Jul: 177.00, Aug: 222.67, Sep: 209.83, Oct: 169.50, Nov: 87.75, Dec: 73.75 ( 14 )",52,52,52
2020,41,4,4.5,"Love, Jordan (GBP, QB, Age: 22)® (R41)",236,211,211,211 (1),"Feb: 224.00, Mar: 216.67, Apr: 215.50, May: 206.67, Jun: 233.83, Jul: 233.67, Aug: 236.00, Sep: 236.00, Dec: 237.25",-2,-2,-2
2020,42,19,4.6,"Peoples-Jones, Donovan (CLE, WR, Age: 21)® (R42)",236.33,213,213,213 (1),"Feb: 197.50, Mar: 166.00, Apr: 191.83, May: 213.67, Jun: 239.67, Aug: 236.33, Nov: 225.00, Dec: 222.00",,,
2021,1,1,1.1,"Harris, Najee (PIT, RB) (R1)",11.33,11.33,11.25,"6, 9, 11, 12, 13, 17 (6)","Feb: 28.67, Mar: 27.50, Apr: 25.67, May: 18.50, Jun: 19.33, Jul: 17.67, Aug: 11.33, Sep: 9.50, Oct: 10.75, Nov: 4.25",,,
2021,2,1,1.2,"Chase, Ja'Marr (CIN, WR) (R2)",26.83,26.83,26.5,"22, 24, 27, 27, 28, 33 (6)","Feb: 39.17, Mar: 36.50, Apr: 30.67, May: 20.83, Jun: 30.50, Jul: 25.33, Aug: 26.83, Sep: 26.50, Oct: 11.50, Nov: 1.25",,,
2021,3,1,1.3,"Pitts, Kyle (ATL, TE) (R3)",28.5,28.5,28,"24, 25, 27, 30, 30, 35 (6)","Feb: 65.00, Mar: 57.17, Apr: 43.67, May: 36.83, Jun: 33.17, Jul: 29.83, Aug: 28.50, Sep: 23.67, Oct: 19.50, Nov: 11.00",,,
2021,4,2,1.4,"Etienne, Travis (JAC, RB) (R4)",30.83,30.83,30.25,"24, 25, 31, 31, 34, 40 (6)","Feb: 35.33, Mar: 36.00, Apr: 30.83, May: 31.33, Jun: 33.17, Jul: 35.33, Aug: 30.83, Sep: 66.17, Oct: 58.50, Nov: 52.50",,,
2021,5,3,1.5,"Williams, Javonte (DEN, RB) (R5)",32,32,32.25,"25, 30, 31, 32, 36, 38 (6)","Feb: 60.67, Mar: 50.33, Apr: 38.33, May: 39.67, Jun: 34.17, Jul: 36.33, Aug: 32.00, Sep: 36.33, Oct: 31.00, Nov: 24.00",,,
2021,6,4,1.6,"Sermon, Trey (SFO, RB) (R6)",57,57,57.75,"38, 44, 60, 61, 66, 73 (6)","Feb: 133.00, Mar: 126.83, Apr: 114.17, May: 67.67, Jun: 70.50, Jul: 54.83, Aug: 57.00, Sep: 60.50, Oct: 80.25, Nov: 138.50 ( 58 )",,,
2021,7,5,1.7,"Carter, Michael (NYJ, RB) (R7)",63.5,63.5,63.75,"52, 54, 63, 69, 69, 74 (6)","Feb: 170.17, Mar: 120.50, Apr: 106.00, May: 102.00, Jun: 86.17, Jul: 76.83, Aug: 63.50, Sep: 96.33, Oct: 92.75, Nov: 63.50 ( 29 )",,,
2021,8,2,1.8,"Smith, DeVonta (PHI, WR) (R8)",90.33,60.2,60,"49, 58, 58, 64, 72 (5)","Feb: 51.83, Mar: 51.00, Apr: 53.33, May: 57.67, Jun: 59.33, Jul: 58.17, Aug: 90.33, Sep: 61.33, Oct: 52.00, Nov: 45.50",,,
2021,9,3,1.9,"Moore, Elijah (NYJ, WR) (R9)",92.67,63,64,"49, 61, 64, 67, 74 (5)","Feb: 135.17, Mar: 102.33, Apr: 93.33, May: 91.17, Jun: 84.17, Jul: 81.83, Aug: 92.67, Sep: 71.33, Oct: 85.25, Nov: 71.00 ( 14 )",,,
2021,10,4,1.1,"Waddle, Jaylen (MIA, WR) (R10)",95.83,66.8,66.67,"56, 66, 67, 67, 78 (5)","Feb: 65.83, Mar: 70.50, Apr: 65.33, May: 59.00, Jun: 62.83, Jul: 67.33, Aug: 95.83, Sep: 57.50, Oct: 57.00, Nov: 55.25",,,
2021,11,5,1.11,"Bateman, Rashod (BAL, WR) (R11)",97.33,68.6,70.33,"57, 66, 72, 73, 75 (5)","Feb: 73.17, Mar: 58.00, Apr: 62.67, May: 74.83, Jun: 76.17, Jul: 67.67, Aug: 97.33, Sep: 74.67, Oct: 64.25, Nov: 59.50",,,
2021,12,1,1.12,"Lawrence, Trevor (JAC, QB) (R12)",107.83,81.2,82.67,"65, 77, 82, 89, 93 (5)","Feb: 84.00, Mar: 89.67, Apr: 91.00, May: 80.67, Jun: 83.00, Jul: 78.00, Aug: 107.83, Sep: 99.00, Oct: 110.50, Nov: 97.25 ( 13 )",,,
2021,13,6,2.1,"Marshall, Terrace (CAR, WR) (R13)",131.5,76.75,76.75,"68, 68, 84, 87 (4)","Feb: 96.17, Mar: 80.83, Apr: 86.83, May: 89.00, Jun: 95.33, Jul: 94.00, Aug: 131.50, Sep: 76.50, Oct: 79.00, Nov: 88.25",,,
2021,14,7,2.2,"Moore, Rondale (ARI, WR) (R14)",134.33,81,81,"73, 77, 84, 90 (4)","Feb: 69.50, Mar: 64.00, Apr: 76.50, May: 79.83, Jun: 78.33, Jul: 87.17, Aug: 134.33, Sep: 78.17, Oct: 65.50, Nov: 75.00",,,
2021,15,2,2.3,"Lance, Trey (SFO, QB) (R15)",166.83,92.67,92.67,"85, 86, 107 (3)","Feb: 170.33, Mar: 151.33, Apr: 162.00, May: 111.33, Jun: 102.00, Jul: 92.00, Aug: 166.83, Sep: 114.50, Oct: 103.00, Nov: 107.50",,,
2021,16,3,2.4,"Fields, Justin (CHI, QB) (R16)",169.5,98,98,"89, 91, 114 (3)","Feb: 134.67, Mar: 136.83, Apr: 120.17, May: 122.17, Jun: 115.83, Jul: 102.00, Aug: 169.50, Sep: 101.33, Oct: 125.25, Nov: 111.25 ( 14 )",,,
2021,17,8,2.5,"Brown, Dyami (WAS, WR) (R17)",200.5,119.5,119.5,"88, 151 (2)","Feb: 135.17, Mar: 130.67, Apr: 105.17, May: 133.00, Jun: 192.00, Jul: 130.17, Aug: 200.50, Sep: 140.67, Oct: 148.75, Nov: 149.25",,,
2021,18,9,2.6,"Toney, Kadarius (NYG, WR) (R18)",221.67,125,125,125 (1),"Feb: 126.33, Mar: 115.83, Apr: 112.33, May: 110.00, Jun: 118.00, Jul: 122.33, Aug: 221.67, Sep: 154.67, Oct: 119.75, Nov: 72.25 ( 47 )",,,
2021,19,10,2.7,"Rodgers, Amari (GBP, WR) (R19)",223,133,133,133 (1),"Feb: 212.33, Mar: 199.33, Apr: 161.67, May: 150.17, Jun: 153.67, Jul: 155.83, Aug: 223.00, Sep: 193.00, Oct: 214.25, Nov: 179.25 ( 35 )",,,
2021,20,6,2.8,"Gainwell, Kenneth (PHI, RB) (R20)",224.33,141,141,141 (1),"Feb: 113.00, Mar: 84.50, Apr: 79.17, May: 140.00, Jun: 187.50, Jul: 152.00, Aug: 224.33, Sep: 147.50, Oct: 103.75, Nov: 125.00 ( 21 )",,,
2021,21,2,2.9,"Freiermuth, Pat (PIT, TE) (R21)",224.67,143,143,143 (1),"Feb: 183.83, Mar: 152.33, Apr: 171.50, May: 147.67, Jun: 173.83, Jul: 145.33, Aug: 224.67, Sep: 151.50, Oct: 139.75, Nov: 109.75 ( 30 )",,,
2021,22,11,2.1,"St. Brown, Amon-Ra (DET, WR) (R22)",224.83,144,144,144 (1),"Feb: 139.33, Mar: 117.83, Apr: 131.00, May: 129.00, Jun: 124.33, Jul: 144.17, Aug: 224.83, Sep: 142.67, Oct: 128.25, Nov: 147.50 ( 19 )",,,
2021,23,7,2.11,"Hubbard, Chuba (CAR, RB) (R23)",225.5,148,148,148 (1),"Feb: 124.67, Mar: 99.00, Apr: 95.17, May: 137.67, Jun: 199.00, Jul: 149.50, Aug: 225.50, Sep: 156.83, Oct: 134.25, Nov: 123.00",,,
2021,24,12,2.12,"Palmer, Josh (LAC, WR) (R24)",225.67,149,149,149 (1),"May: 173.67, Jun: 189.50, Jul: 174.83, Aug: 225.67, Sep: 149.83, Oct: 175.50, Nov: 170.00",,,
2021,25,13,3.1,"Collins, Nico (HOU, WR) (R25)",226.17,152,152,152 (1),"Feb: 235.33, Mar: 230.17, Apr: 199.00, May: 161.83, Jun: 187.17, Jul: 160.50, Aug: 226.17, Sep: 161.83, Oct: 183.50, Nov: 147.75 ( 36 )",,,
2021,26,8,3.2,"Stevenson, Rhamondre (NEP, RB) (R26)",227.5,160,160,160 (1),"Feb: 230.33, Mar: 167.17, Apr: 212.17, May: 181.00, Jun: 161.00, Jul: 148.33, Aug: 227.50, Sep: 123.00, Oct: 159.00, Nov: 132.25 ( 27 )",,,
2021,27,14,3.3,"Eskridge, D'Wayne (SEA, WR) (R27)",227.67,161,161,161 (1),"Feb: 206.67, Mar: 215.00, Apr: 205.50, May: 169.17, Jun: 206.83, Jul: 166.17, Aug: 227.67, Sep: 175.67, Oct: 198.25, Nov: 201.75",,,
2021,28,4,3.4,"Wilson, Zach (NYJ, QB) (R28)",228,163,163,163 (1),"Feb: 171.33, Mar: 152.17, Apr: 152.33, May: 160.17, Jun: 186.83, Jul: 135.17, Aug: 228.00, Sep: 147.67, Oct: 170.75, Nov: 170.75",,,
2021,29,3,3.5,"Long, Hunter (MIA, TE) (R29)",231.83,186,186,186 (1),"Mar: 238.17, Apr: 224.33, May: 237.83, Jun: 238.50, Jul: 229.67, Aug: 231.83, Sep: 229.17",,,
2021,30,9,3.6,"Mitchell, Elijah (SFO, RB) (R30)",232.5,190,190,190 (1),"Mar: 232.17, Apr: 173.67, May: 204.83, Jun: 214.83, Jul: 194.00, Aug: 232.50, Sep: 154.17, Oct: 99.25, Nov: 71.25 ( 28 )",,,
2021,31,5,3.7,"Jones, Mac (NEP, QB) (R31)",232.83,192,192,192 (1),"Feb: 233.67, Mar: 196.33, Apr: 213.67, May: 179.83, Jun: 222.83, Jul: 168.17, Aug: 232.83, Sep: 149.50, Oct: 156.75, Nov: 152.25",,,
2021,32,10,3.8,"Hawkins, Javian (ATL, RB) (R32)",234.33,201,201,201 (1),"Feb: 233.17, Mar: 189.50, Apr: 240.00, May: 229.00, Jun: 228.50, Jul: 218.17, Aug: 234.33",,,
2021,33,15,3.9,"Smith-Marsette, Ihmir (MIN, WR) (R33)",234.5,202,202,202 (1),"Jun: 238.67, Jul: 219.17, Aug: 234.50, Sep: 232.33",,,
2021,34,11,3.1,"Hill, Kylin (GBP, RB) (R34)",235.83,210,210,210 (1),"Feb: 227.67, Mar: 159.83, Apr: 197.83, Jul: 235.50, Aug: 235.83, Sep: 211.00, Oct: 195.75, Nov: 209.75 ( 14 )",,,
2021,35,6,3.11,"Mond, Kellen (MIN, QB) (R35)",236.67,215,215,215 (1),"Mar: 236.67, Apr: 236.67, May: 239.67, Jul: 232.67, Aug: 236.67",,,
2021,36,12,3.12,"Rountree, Larry (LAC, RB) (R36)",237.83,222,222,222 (1),"Mar: 215.17, May: 226.00, Jun: 231.83, Jul: 224.17, Aug: 237.83, Sep: 218.83, Oct: 228.50, Nov: 238.75",,,
2022,1,1,1.1,"Hall, Breece (NYJ, RB, Age: 21) (R1)",15.83,15.83,15.25,"8, 12, 14, 15, 20, 26 (6)","Feb: 43.83, Mar: 23.00, Apr: 17.33, May: 14.17, Jun: 13.83, Jul: 13.17, Aug: 15.83, Sep: 14.50",,,
2022,2,1,1.2,"London, Drake (ATL, WR, Age: 21) (R2)",36.17,36.17,36.25,"26, 32, 33, 35, 45, 46 (6)","Feb: 63.50, Mar: 48.83, Apr: 53.50, May: 28.33, Jun: 30.83, Jul: 33.00, Aug: 36.17, Sep: 32.83",,,
2022,3,2,1.3,"Walker III, Kenneth (SEA, RB, Age: 21) (R3)",45.67,45.67,46.75,"34, 44, 46, 47, 50, 53 (6)","Feb: 83.67, Mar: 44.83, Apr: 40.17, May: 37.67, Jun: 31.17, Jul: 46.17, Aug: 45.67, Sep: 54.17",,,
2022,4,2,1.4,"Burks, Treylon (TEN, WR, Age: 22) (R4)",47.5,47.5,47.75,"40, 47, 47, 48, 49, 54 (6)","Feb: 45.50, Mar: 34.17, Apr: 45.50, May: 34.50, Jun: 36.50, Jul: 56.67, Aug: 47.50, Sep: 66.50 ( 19 )",,,
2022,5,3,1.5,"Wilson, Garrett (NYJ, WR, Age: 22) (R5)",57.67,57.67,56.75,"48, 50, 56, 59, 62, 71 (6)","Feb: 57.33, Mar: 42.67, Apr: 42.83, May: 43.50, Jun: 44.00, Jul: 48.50, Aug: 57.67, Sep: 63.83",,,
2022,6,4,1.6,"Olave, Chris (NOS, WR, Age: 22) (R6)",58.17,58.17,57,"49, 51, 57, 59, 61, 72 (6)","Feb: 80.50, Mar: 73.83, Apr: 66.50, May: 68.17, Jun: 56.17, Jul: 61.33, Aug: 58.17, Sep: 59.67",,,
2022,7,5,1.7,"Williams, Jameson (DET, WR, Age: 21) (R7)",68.5,68.5,67.75,"60, 62, 66, 67, 76, 80 (6)","Feb: 75.50, Mar: 76.50, Apr: 61.50, May: 55.00, Jun: 49.00, Jul: 63.50, Aug: 68.50, Sep: 67.83",,,
2022,8,6,1.8,"Moore, Skyy (KCC, WR, Age: 21) (R8)",73,73,75.25,"54, 63, 74, 82, 82, 83 (6)","Feb: 141.00, Mar: 105.33, Apr: 96.83, May: 72.00, Jun: 69.00, Jul: 75.00, Aug: 73.00, Sep: 80.33",,,
2022,9,7,1.9,"Pickens, George (PIT, WR, Age: 21) (R9)",76.67,76.67,77.75,"61, 65, 74, 85, 87, 88 (6)","Feb: 98.50, Mar: 84.67, Apr: 90.50, May: 81.67, Jun: 81.67, Jul: 97.17, Aug: 76.67, Sep: 62.17 ( 14 )",,,
2022,10,3,1.1,"Cook, James (BUF, RB, Age: 22) (R10)",80.5,80.5,83.75,"50, 71, 78, 91, 95, 98 (6)","Feb: 176.67, Mar: 152.67, Apr: 136.83, May: 87.83, Jun: 81.33, Jul: 87.67, Aug: 80.50, Sep: 90.83",,,
2022,11,8,1.11,"Dotson, Jahan (WAS, WR, Age: 22) (R11)",88.83,88.83,89.25,"75, 80, 89, 93, 95, 101 (6)","Feb: 125.50, Mar: 120.33, Apr: 98.83, May: 86.17, Jun: 84.00, Jul: 91.83, Aug: 88.83, Sep: 85.50",,,
2022,12,9,1.12,"Watson, Christian (GBP, WR, Age: 23) (R12)",92,92,93.75,"71, 86, 89, 100, 100, 106 (6)","Feb: 178.67, Mar: 118.50, Apr: 104.00, May: 82.67, Jun: 79.67, Jul: 79.00, Aug: 92.00, Sep: 151.83 ( 60 )",,,
2022,13,4,2.1,"Pierce, Dameon (HOU, RB, Age: 22) (R13)",101.17,101.17,101.75,"88, 94, 95, 109, 109, 112 (6)","Feb: 169.17, Mar: 202.67, Apr: 153.33, May: 121.00, Jun: 114.33, Jul: 111.50, Aug: 101.17, Sep: 62.50 ( 39 )",,,
2022,14,5,2.2,"White, Rachaad (TBB, RB, Age: 23) (R14)",103,103,106.25,"72, 99, 102, 106, 118, 121 (6)","Feb: 145.17, Mar: 125.67, Apr: 111.50, May: 106.17, Jun: 103.17, Jul: 105.33, Aug: 103.00, Sep: 105.50",,,
2022,15,6,2.3,"Spiller, Isaiah (LAC, RB, Age: 21) (R15)",107,107,107,"94, 101, 103, 110, 114, 120 (6)","Feb: 54.33, Mar: 49.67, Apr: 73.33, May: 121.83, Jun: 126.83, Jul: 121.00, Aug: 107.00, Sep: 174.67 ( 68 )",,,
2022,16,10,2.4,"Tolbert, Jalen (DAL, WR, Age: 23) (R16)",110.17,110.17,108.5,"98, 102, 105, 106, 121, 129 (6)","Feb: 167.67, Mar: 193.67, Apr: 161.83, May: 122.67, Jun: 134.50, Jul: 154.00, Aug: 110.17, Sep: 144.33 ( 34 )",,,
2022,17,7,2.5,"Allgeier, Tyler (ATL, RB, Age: 22) (R17)",118.83,118.83,120.25,"93, 109, 115, 125, 132, 139 (6)","Feb: 129.83, Mar: 152.50, Apr: 164.83, May: 138.17, Jun: 142.33, Jul: 151.50, Aug: 118.83, Sep: 148.50 ( 30 )",,,
2022,18,11,2.6,"Robinson, Wan'Dale (NYG, WR, Age: 21) (R18)",126,126,126.25,"107, 122, 122, 127, 134, 144 (6)","Feb: 132.67, Mar: 168.17, Apr: 163.67, May: 126.50, Jun: 125.83, Jul: 187.00, Aug: 126.00, Sep: 143.50 ( 18 )",,,
2022,19,12,2.7,"Bell, David (CLE, WR, Age: 21) (R19)",132.33,132.33,128.5,"109, 115, 115, 134, 150, 171 (6)","Feb: 99.33, Mar: 136.00, Apr: 125.67, May: 115.67, Jun: 107.67, Jul: 148.50, Aug: 132.33, Sep: 182.67 ( 50 )",,,
2022,20,13,2.8,"Pierce, Alec (IND, WR, Age: 22) (R20)",137,137,137.75,"113, 116, 133, 148, 154, 158 (6)","Feb: 222.83, Mar: 200.83, Apr: 187.17, May: 119.50, Jun: 118.50, Jul: 147.00, Aug: 137.00, Sep: 193.17 ( 56 )",,,
2022,21,8,2.9,"Robinson, Brian (WAS, RB, Age: 23) (R21)",140.33,140.33,140,"135, 137, 138, 141, 144, 147 (6)","Feb: 168.00, Mar: 144.67, Apr: 125.33, May: 131.00, Jun: 132.33, Jul: 161.33, Aug: 140.33, Sep: 108.83 ( 32 )",,,
2022,22,9,2.1,"White, Zamir (LVR, RB, Age: 22) (R22)",149.5,149.5,151.25,"127, 129, 156, 158, 162, 165 (6)","Feb: 161.67, Mar: 133.33, Apr: 106.67, May: 129.00, Jun: 150.83, Jul: 153.83, Aug: 149.50, Sep: 142.00",,,
2022,23,14,2.11,"Doubs, Romeo (GBP, WR, Age: 22) (R23)",149.83,149.83,149.5,"137, 145, 145, 152, 156, 164 (6)","Feb: 220.67, Apr: 235.00, May: 204.00, Jun: 205.33, Jul: 227.33, Aug: 149.83, Sep: 110.33 ( 40 )",,,
2022,24,1,2.12,"McBride, Trey (ARI, TE, Age: 22) (R24)",153.5,153.5,159.25,"98, 142, 164, 165, 166, 186 (6)","Feb: 171.50, Mar: 148.17, Apr: 157.83, May: 152.83, Jun: 142.67, Jul: 156.33, Aug: 153.50, Sep: 186.67 ( 33 )",,,
2022,25,10,3.1,"Davis-Price, Tyrion (SFO, RB, Age: 21) (R25)",158.17,158.17,160,"132, 133, 157, 174, 176, 177 (6)","Mar: 235.67, Apr: 237.33, May: 150.00, Jun: 145.83, Jul: 174.17, Aug: 158.17, Sep: 226.17 ( 68 )",,,
2022,26,11,3.2,"Pacheco, Isaih (KCC, RB, Age: 23) (R26)",165,165,166.75,"139, 154, 167, 167, 179, 184 (6)","May: 229.83, Jun: 228.00, Jul: 229.50, Aug: 165.00, Sep: 135.50 ( 29 )",,,
2022,27,15,3.3,"Thornton, Tyquan (NEP, WR, Age: 22) (R27)",177.83,177.83,181.25,"150, 163, 182, 188, 192, 192 (6)","Feb: 237.67, Mar: 239.00, Apr: 239.67, May: 178.33, Jun: 170.33, Jul: 201.67, Aug: 177.83, Sep: 236.17 ( 58 )",,,
2022,28,12,3.4,"Strong Jr., Pierre (NEP, RB, Age: 23) (R28)",184.33,184.33,185.75,"147, 161, 186, 193, 203, 216 (6)","Feb: 218.00, Mar: 178.17, Apr: 186.17, May: 185.50, Jun: 183.33, Jul: 211.50, Aug: 184.33, Sep: 233.33 ( 49 )",,,
2022,29,16,3.5,"Shakir, Khalil (BUF, WR, Age: 22) (R29)",186,186,187.25,"172, 176, 189, 191, 193, 195 (6)","Feb: 190.17, Mar: 188.33, Apr: 201.17, May: 148.00, Jun: 176.67, Jul: 219.17, Aug: 186.00, Sep: 217.33 ( 31 )",,,
2022,30,17,3.6,"Metchie, John (HOU, WR, Age: 22) (R30)",186.83,186.83,185.75,"167, 171, 182, 190, 200, 211 (6)","Feb: 159.67, Mar: 131.67, Apr: 145.17, May: 116.17, Jun: 117.33, Jul: 176.83, Aug: 186.83, Sep: 187.50",,,
2022,31,1,3.7,"Pickett, Kenny (PIT, QB, Age: 24) (R31)",187.83,187.83,195,"126, 167, 192, 201, 220, 221 (6)","Feb: 210.17, Mar: 208.33, Apr: 196.67, May: 198.83, Jun: 196.67, Jul: 180.33, Aug: 187.83, Sep: 216.67 ( 29 )",,,
2022,32,2,3.8,"Willis, Malik (TEN, QB, Age: 23) (R32)",195.67,195.67,193.75,"163, 163, 165, 214, 233, 236 (6)","Feb: 162.17, Mar: 139.50, Apr: 147.33, May: 218.50, Jun: 205.17, Jul: 221.83, Aug: 195.67, Sep: 225.67 ( 30 )",,,
2022,33,2,3.9,"Likely, Isaiah (BAL, TE, Age: 22) (R33)",197.83,189.2,193,"155, 176, 199, 204, 212 (5)","Feb: 238.67, Mar: 217.67, Apr: 227.17, Jun: 228.33, Aug: 197.83, Sep: 229.67 ( 32 )",,,
2022,34,13,3.1,"Haskins, Hassan (TEN, RB, Age: 22) (R34)",201.67,201.67,198,"181, 184, 195, 203, 210, 237 (6)","Feb: 224.67, Mar: 239.00, May: 192.83, Jun: 168.33, Jul: 198.00, Aug: 201.67, Sep: 236.50 ( 35 )",,,
2022,35,3,3.11,"Dulcich, Greg (DEN, TE, Age: 22) (R35)",203.5,203.5,199.5,"183, 194, 196, 202, 206, 240 (6)","Feb: 238.33, Mar: 232.50, Apr: 219.67, May: 200.00, Jun: 196.67, Jul: 211.17, Aug: 203.50, Sep: 231.67 ( 28 )",,,
2022,36,18,3.12,"Gray, Danny (SFO, WR, Age: 23) (R36)",207,207,208.5,"170, 196, 197, 213, 228, 238 (6)","Apr: 240.17, May: 228.50, Jun: 230.00, Jul: 238.00, Aug: 207.00, Sep: 236.67 ( 30 )",,,
